ac_no,ac_name,candidate_name,gender,age,category,party,general,postal,total,pct_votes,total_electors,party_group,rank
13,Kolathur,K.ELUMALAI,MALE,44,GENERAL,VTVTK,44,0,44,0.02,281197,VTVTK,23
13,Kolathur,D.NILAMANI,FEMALE,43,SC,IND,42,1,43,0.02,281197,IND,24
13,Kolathur,K. PANNERSELVAM,MALE,38,GENERAL,IND,40,2,42,0.01,281197,IND,25
13,Kolathur,S.SURESHKUMAR,MALE,37,SC,MKat,37,5,42,0.01,281197,MKat,26
13,Kolathur,A.SEETHA,FEMALE,47,SC,BHUDRP,41,0,41,0.01,281197,BHUDRP,27
13,Kolathur,G.VELMURUGAN,MALE,40,GENERAL,SHS,37,2,39,0.01,281197,SHS,28
13,Kolathur,P.SENTHIL KUMAR,MALE,39,SC,IND,38,0,38,0.01,281197,IND,29
13,Kolathur,P.HARISHKUMAR,MALE,27,GENERAL,IND,38,0,38,0.01,281197,IND,30
13,Kolathur,DEVIKARANI,FEMALE,30,GENERAL,IND,37,0,37,0.01,281197,IND,31
13,Kolathur,M.A.S. SENTHIL KUMAR,MALE,43,GENERAL,IND,33,1,34,0.01,281197,IND,32
13,Kolathur,R.SELVAM,MALE,42,SC,IND,31,1,32,0.01,281197,IND,33
13,Kolathur,E.RAJENDRAN,MALE,56,GENERAL,AMGRDMK,25,5,30,0.01,281197,AMGRDMK,34
13,Kolathur,NIRMALA DEVI,FEMALE,30,GENERAL,IND,30,0,30,0.01,281197,IND,35
13,Kolathur,V.SURESHKUMAR,MALE,49,GENERAL,IND,21,0,21,0.01,281197,IND,36
13,Kolathur,B.VIJAYA KUMAR,MALE,38,GENERAL,IND,18,0,18,0.01,281197,IND,37
14,Villivakkam,A . Vetriazhagan,MALE,42,GENERAL,DMK,75347,780,76127,29.82,255328,DMK+,1
14,Villivakkam,J.C.D.Prabhakar,MALE,68,GENERAL,ADMK,38601,289,38890,15.23,255328,ADMK+,2
14,Villivakkam,Sriharan,MALE,30,GENERAL,MNM,13282,82,13364,5.23,255328,MNM,3
14,Villivakkam,R.Sridar,MALE,49,GENERAL,NTK,10846,68,10914,4.27,255328,NTK,4
14,Villivakkam,NOTA,,,,NOTA,1430,14,1444,0.57,255328,NOTA,5
14,Villivakkam,D.Subamangalam,FEMALE,42,GENERAL,DMDK,1081,13,1094,0.43,255328,DMDK,6
14,Villivakkam,Syed Rayhan,MALE,50,GENERAL,IND,409,0,409,0.16,255328,IND,7
14,Villivakkam,Jagadesh Jayakumar,MALE,41,GENERAL,VATAK,261,0,261,0.10,255328,VATAK,8
14,Villivakkam,A.Palanivel,MALE,46,GENERAL,BSP,221,1,222,0.09,255328,BSP,9
14,Villivakkam,M.Gunasekaran,MALE,59,GENERAL,IND,206,0,206,0.08,255328,IND,10
14,Villivakkam,S.Chandrika,FEMALE,51,GENERAL,IND,193,1,194,0.08,255328,IND,11
14,Villivakkam,L.Govindaraj,MALE,40,GENERAL,NINIK,188,1,189,0.07,255328,NINIK,12
14,Villivakkam,S.Baskar,MALE,32,SC,IND,171,0,171,0.07,255328,IND,13
14,Villivakkam,M.Murali Vinodh,MALE,37,SC,IND,98,0,98,0.04,255328,IND,14
14,Villivakkam,S. Raju Bharathi,MALE,63,GENERAL,DMSK,88,0,88,0.03,255328,DMSK,15
14,Villivakkam,A . Ajith Kumar,MALE,26,GENERAL,IND,80,0,80,0.03,255328,IND,16
14,Villivakkam,S.Kandasamy,MALE,56,GENERAL,IND,68,6,74,0.03,255328,IND,17
14,Villivakkam,C.Mohan,MALE,58,GENERAL,IND,54,0,54,0.02,255328,IND,18
14,Villivakkam,M .Jalal,MALE,40,GENERAL,IND,43,0,43,0.02,255328,IND,19
14,Villivakkam,A.S.Kumar,MALE,64,GENERAL,IND,42,0,42,0.02,255328,IND,20
14,Villivakkam,C.A.Ashok Kumar,MALE,50,SC,IND,39,1,40,0.02,255328,IND,21
14,Villivakkam,G.Iyanar,MALE,46,SC,IND,34,2,36,0.01,255328,IND,22
14,Villivakkam,G. Devapriyan,MALE,44,SC,IND,27,0,27,0.01,255328,IND,23
14,Villivakkam,C.Raghul,MALE,29,SC,IND,24,1,25,0.01,255328,IND,24
15,Thiru-Vi-Ka-Nagar,SIVAKUMAR.P ALIAS THAYAGAMKAVI,MALE,55,SC,DMK,81283,444,81727,37.24,219438,DMK+,1
15,Thiru-Vi-Ka-Nagar,KALYANI.P.L,FEMALE,55,SC,ADMK,26602,112,26714,12.17,219438,ADMK+,2
15,Thiru-Vi-Ka-Nagar,ILLAVANJI.Dr.R,FEMALE,44,SC,NTK,10892,29,10921,4.98,219438,NTK,3
15,Thiru-Vi-Ka-Nagar,OBATH.S,MALE,30,SC,MNM,9670,40,9710,4.42,219438,MNM,4
15,Thiru-Vi-Ka-Nagar,SEKAR.M.P,MALE,40,SC,DMDK,1785,2,1787,0.81,219438,DMDK,5
15,Thiru-Vi-Ka-Nagar,NOTA,,,,NOTA,1042,4,1046,0.48,219438,NOTA,6
15,Thiru-Vi-Ka-Nagar,BAGAVATH SINGH.M,MALE,60,SC,BSP,352,3,355,0.16,219438,BSP,7
15,Thiru-Vi-Ka-Nagar,SIHAMANI.G,MALE,51,SC,IND,213,1,214,0.10,219438,IND,8
15,Thiru-Vi-Ka-Nagar,SUNDAR.G,MALE,42,SC,IND,144,0,144,0.07,219438,IND,9
15,Thiru-Vi-Ka-Nagar,SELVAKUMAR.A,MALE,44,SC,IND,136,0,136,0.06,219438,IND,10
15,Thiru-Vi-Ka-Nagar,KALYANI.K,FEMALE,43,SC,IND,128,1,129,0.06,219438,IND,11
15,Thiru-Vi-Ka-Nagar,SEKAR.E,MALE,51,SC,IND,124,1,125,0.06,219438,IND,12
15,Thiru-Vi-Ka-Nagar,RAMESH BABU.M,MALE,39,SC,IND,105,1,106,0.05,219438,IND,13
15,Thiru-Vi-Ka-Nagar,KOLANJI.M,MALE,49,SC,IND,85,0,85,0.04,219438,IND,14
15,Thiru-Vi-Ka-Nagar,PRABHAKARAN.K,MALE,37,SC,MKat,78,1,79,0.04,219438,MKat,15
15,Thiru-Vi-Ka-Nagar,UDAYA CHANDRAN .R,MALE,27,SC,IND,76,1,77,0.04,219438,IND,16
15,Thiru-Vi-Ka-Nagar,RAVIKUMAR.S,MALE,39,SC,RPI(S),62,0,62,0.03,219438,RPI(S),17
15,Thiru-Vi-Ka-Nagar,MALATHI.S,FEMALE,36,SC,IND,57,0,57,0.03,219438,IND,18
15,Thiru-Vi-Ka-Nagar,PREMKUMAR.G,MALE,42,SC,IND,44,0,44,0.02,219438,IND,19
15,Thiru-Vi-Ka-Nagar,RAVIPARAIYANAR.D,MALE,44,SC,RPPRINAT,41,0,41,0.02,219438,RPPRINAT,20
15,Thiru-Vi-Ka-Nagar,SANTHANU.S,MALE,33,SC,IND,38,0,38,0.02,219438,IND,21
15,Thiru-Vi-Ka-Nagar,RANGANATHAN.M,MALE,34,SC,IND,37,0,37,0.02,219438,IND,22
15,Thiru-Vi-Ka-Nagar,GOVINDARAJ.G,MALE,60,SC,IND,33,0,33,0.02,219438,IND,23
15,Thiru-Vi-Ka-Nagar,BIRLABOSE.M,MALE,48,SC,IND,29,0,29,0.01,219438,IND,24
16,Egmore,I.PARANTHAMEN,MALE,44,SC,DMK,68160,672,68832,35.63,193162,DMK+,1
16,Egmore,B.JOHN PANDIAN,MALE,65,SC,ADMK,29729,335,30064,15.56,193162,ADMK+,2
16,Egmore,U. PRIYADARSINI,FEMALE,33,SC,MNM,9933,57,9990,5.17,193162,MNM,3
16,Egmore,P.GEETHA LAKSHMI,FEMALE,38,SC,NTK,6237,39,6276,3.25,193162,NTK,4
16,Egmore,T.PRABHU,MALE,40,SC,DMDK,1270,23,1293,0.67,193162,DMDK,5
16,Egmore,NOTA,,,,NOTA,1167,9,1176,0.61,193162,NOTA,6
16,Egmore,V. PRABHU,MALE,50,SC,IND,491,1,492,0.25,193162,IND,7
16,Egmore,K.P.SUNDARAPRATHABAN,MALE,74,SC,BSP,357,4,361,0.19,193162,BSP,8
16,Egmore,S.JAYAKALPANA,FEMALE,49,SC,IND,171,0,171,0.09,193162,IND,9
16,Egmore,Dr.N. GUNASEKAR,MALE,31,SC,IND,107,2,109,0.06,193162,IND,10
16,Egmore,A.PARANTHAMAN,MALE,36,SC,IND,98,0,98,0.05,193162,IND,11
16,Egmore,J.CHANDRAKALA,FEMALE,42,SC,LJP,91,1,92,0.05,193162,LJP,12
16,Egmore,G.R.RAJENDRAN,MALE,26,SC,IND,82,2,84,0.04,193162,IND,13
16,Egmore,G.SHEEJA,FEMALE,39,SC,NINIK,55,0,55,0.03,193162,NINIK,14
16,Egmore,R.REVANTH,MALE,25,SC,AMAK,45,0,45,0.02,193162,AMAK,15
16,Egmore,M.UTHAYAKUMAR,MALE,41,SC,IND,39,2,41,0.02,193162,IND,16
16,Egmore,N.ARAVINTH KUMAR,MALE,29,SC,IND,38,0,38,0.02,193162,IND,17
16,Egmore,V.SEKAR,MALE,44,SC,IND,26,2,28,0.01,193162,IND,18
16,Egmore,V.ESWARAN,MALE,44,SC,IND,22,4,26,0.01,193162,IND,19
17,Royapuram,MURTHY.R.IDREAM,MALE,54,GENERAL,DMK,64095,329,64424,33.44,192635,DMK+,1
17,Royapuram,JAYAKUMAR.D,MALE,60,GENERAL,ADMK,36458,187,36645,19.02,192635,ADMK+,2
17,Royapuram,GUNASEKARAN.S,MALE,65,GENERAL,MNM,8139,27,8166,4.24,192635,MNM,3
17,Royapuram,KAMALI.S,FEMALE,43,GENERAL,NTK,7923,30,7953,4.13,192635,NTK,4
17,Royapuram,RAMAJAYAM.C,MALE,57,GENERAL,AMMKMNKZ,1124,4,1128,0.59,192635,AMMKMNKZ,5
17,Royapuram,NOTA,,,,NOTA,896,5,901,0.47,192635,NOTA,6
17,Royapuram,JAMES MARTIN.M,MALE,33,GENERAL,TNLK,554,3,557,0.29,192635,TNLK,7
17,Royapuram,SUGANTHAN.T,MALE,25,GENERAL,IND,205,0,205,0.11,192635,IND,8
17,Royapuram,KUMAR.S,MALE,43,SC,BSP,180,0,180,0.09,192635,BSP,9
17,Royapuram,MOHAN.A,MALE,49,GENERAL,TPSTP,172,0,172,0.09,192635,TPSTP,10
17,Royapuram,SELVAKUMAR.J,MALE,44,GENERAL,IND,133,0,133,0.07,192635,IND,11
17,Royapuram,DHANASEKARAN.G,MALE,50,GENERAL,IND,109,0,109,0.06,192635,IND,12
17,Royapuram,SUBRAMANI.S.N,MALE,50,GENERAL,IND,85,0,85,0.04,192635,IND,13
17,Royapuram,SUNDARAPANDIAN.R,MALE,39,GENERAL,IND,60,0,60,0.03,192635,IND,14
17,Royapuram,PRASATH.K,MALE,39,GENERAL,IND,58,0,58,0.03,192635,IND,15
17,Royapuram,DINAKARAN.S,MALE,47,GENERAL,IND,56,0,56,0.03,192635,IND,16
17,Royapuram,PRABHAKARAN.V,MALE,40,GENERAL,IND,55,0,55,0.03,192635,IND,17
17,Royapuram,GOKUL.G,MALE,30,GENERAL,IND,52,0,52,0.03,192635,IND,18
17,Royapuram,CHELLAPPPAN.T,MALE,40,GENERAL,IND,50,0,50,0.03,192635,IND,19
17,Royapuram,MURTHY.T.C.S,MALE,45,GENERAL,IND,42,1,43,0.02,192635,IND,20
17,Royapuram,SATHISH.S,MALE,41,GENERAL,IND,30,0,30,0.02,192635,IND,21
17,Royapuram,VELU.G,MALE,48,GENERAL,IND,27,0,27,0.01,192635,IND,22
17,Royapuram,KALIDASS.K.R,MALE,29,GENERAL,IND,27,0,27,0.01,192635,IND,23
17,Royapuram,KARUNAKARAN.H,MALE,42,GENERAL,IND,26,0,26,0.01,192635,IND,24
17,Royapuram,KARTHICK.V,MALE,26,GENERAL,IND,21,0,21,0.01,192635,IND,25
17,Royapuram,PRABHU.D,MALE,32,SC,IND,18,0,18,0.01,192635,IND,26
17,Royapuram,VINDHAN.A,MALE,35,SC,IND,10,0,10,0.01,192635,IND,27
18,Harbour,SEKARBABU. P.K,MALE,58,GENERAL,DMK,59073,244,59317,33.74,175785,DMK+,1
18,Harbour,VINOJ. P. SELVAM,MALE,34,GENERAL,BJP,31971,72,32043,18.23,175785,ADMK+,2
18,Harbour,RAMESH. A,MALE,41,GENERAL,MNM,3758,5,3763,2.14,175785,MNM,3
18,Harbour,AHAMED FAZIL. M,MALE,31,GENERAL,NTK,3345,12,3357,1.91,175785,NTK,4
18,Harbour,NOTA,,,,NOTA,910,3,913,0.52,175785,NOTA,5
18,Harbour,SANTHANA KRISHNAN. P,MALE,46,GENERAL,AMMKMNKZ,771,4,775,0.44,175785,AMMKMNKZ,6
18,Harbour,RAVIKUMAR. C,MALE,35,GENERAL,BSP,410,0,410,0.23,175785,BSP,7
18,Harbour,SELVAM. P,MALE,53,GENERAL,IND,247,0,247,0.14,175785,IND,8
18,Harbour,VIVEK RAM. A,MALE,31,SC,IND,166,0,166,0.09,175785,IND,9
18,Harbour,SURESH. R,MALE,39,GENERAL,IND,117,0,117,0.07,175785,IND,10
18,Harbour,GANESH. S,MALE,39,GENERAL,IND,68,0,68,0.04,175785,IND,11
18,Harbour,SELVARAJ. S,MALE,46,GENERAL,IND,63,0,63,0.04,175785,IND,12
18,Harbour,KAMAL. J,MALE,27,GENERAL,IND,45,2,47,0.03,175785,IND,13
18,Harbour,SIVARAMAN. G,MALE,46,GENERAL,IND,40,0,40,0.02,175785,IND,14
18,Harbour,SHANKAR. A,MALE,31,SC,IND,37,1,38,0.02,175785,IND,15
18,Harbour,SELVAKUMAR. R,MALE,60,GENERAL,IND,37,0,37,0.02,175785,IND,16
18,Harbour,RAMKI. P,MALE,32,GENERAL,IND,33,0,33,0.02,175785,IND,17
18,Harbour,PUGALENTHI. P,MALE,48,GENERAL,IND,27,0,27,0.02,175785,IND,18
18,Harbour,UDHAYAKUMAR. V,MALE,31,SC,IND,25,0,25,0.01,175785,IND,19
18,Harbour,SRINIVASAN. P,MALE,49,GENERAL,IND,24,0,24,0.01,175785,IND,20
18,Harbour,KRISHNAKUMAR. G,MALE,35,SC,IND,22,0,22,0.01,175785,IND,21
18,Harbour,ANANDRAJ. T.K,MALE,37,SC,IND,21,0,21,0.01,175785,IND,22
18,Harbour,DAMODHARAN. A.G,MALE,47,GENERAL,IND,20,0,20,0.01,175785,IND,23
18,Harbour,ZIONRAJ. M,MALE,37,GENERAL,IND,18,0,18,0.01,175785,IND,24
18,Harbour,CHANDRAN. R,MALE,30,SC,IND,13,0,13,0.01,175785,IND,25
18,Harbour,RAGHUNATH. K,MALE,49,GENERAL,IND,12,0,12,0.01,175785,IND,27
18,Harbour,RAMESH. D,MALE,58,GENERAL,IND,11,1,12,0.01,175785,IND,26
18,Harbour,MAHALINGAM. D,MALE,50,GENERAL,IND,11,0,11,0.01,175785,IND,29
18,Harbour,NAGARAJ. S,MALE,35,SC,IND,11,0,11,0.01,175785,IND,28
19,Chepauk-Thiruvallikeni,UDHAYANIDHI STALIN,MALE,43,GENERAL,DMK,92636,649,93285,39.85,234067,DMK+,1
19,Chepauk-Thiruvallikeni,KASSALI A.V.A,MALE,61,GENERAL,PMK,23763,167,23930,10.22,234067,ADMK+,2
19,Chepauk-Thiruvallikeni,JAYASIMMARAJA S M,MALE,26,GENERAL,NTK,9170,23,9193,3.93,234067,NTK,3
19,Chepauk-Thiruvallikeni,MOHAMMED IDRIS K,MALE,44,GENERAL,IJK,4090,6,4096,1.75,234067,IJK,4
19,Chepauk-Thiruvallikeni,NOTA,,,,NOTA,2047,14,2061,0.88,234067,NOTA,5
19,Chepauk-Thiruvallikeni,RAJENDRAN L,MALE,58,GENERAL,AMMKMNKZ,1865,8,1873,0.80,234067,AMMKMNKZ,6
19,Chepauk-Thiruvallikeni,RAGHU C,MALE,44,SC,BSP,715,8,723,0.31,234067,BSP,7
19,Chepauk-Thiruvallikeni,RAVI E,MALE,43,GENERAL,IND,353,14,367,0.16,234067,IND,9
19,Chepauk-Thiruvallikeni,TABREZ,MALE,39,GENERAL,TPSTP,366,1,367,0.16,234067,TPSTP,8
19,Chepauk-Thiruvallikeni,SENTHIL KUMAR H,MALE,37,GENERAL,IND,244,0,244,0.10,234067,IND,10
19,Chepauk-Thiruvallikeni,SRINIVASAN,MALE,43,GENERAL,IND,138,1,139,0.06,234067,IND,11
19,Chepauk-Thiruvallikeni,CHANDRANATHAN S,MALE,29,GENERAL,IND,118,0,118,0.05,234067,IND,12
19,Chepauk-Thiruvallikeni,MOHAMED RIOZ,MALE,33,GENERAL,AMAK,112,0,112,0.05,234067,AMAK,13
19,Chepauk-Thiruvallikeni,NAGARAJAN,MALE,51,GENERAL,IND,109,1,110,0.05,234067,IND,14
19,Chepauk-Thiruvallikeni,ABID BAKSHQ H HUSSAIN,MALE,44,GENERAL,RPPRINAT,104,1,105,0.04,234067,RPPRINAT,15
19,Chepauk-Thiruvallikeni,RAVI M L,MALE,56,GENERAL,DMSK,89,0,89,0.04,234067,DMSK,16
19,Chepauk-Thiruvallikeni,ANANDAN K,MALE,46,GENERAL,IND,87,1,88,0.04,234067,IND,17
19,Chepauk-Thiruvallikeni,MUNIYANDI,MALE,55,GENERAL,IND,81,0,81,0.03,234067,IND,18
19,Chepauk-Thiruvallikeni,KANNAN C,MALE,45,GENERAL,IND,63,2,65,0.03,234067,IND,19
19,Chepauk-Thiruvallikeni,KRISHNADASAN S,MALE,46,GENERAL,IND,57,0,57,0.02,234067,IND,20
19,Chepauk-Thiruvallikeni,BALAJI C,MALE,42,GENERAL,IND,53,0,53,0.02,234067,IND,21
19,Chepauk-Thiruvallikeni,MANIKANDAN E,MALE,32,GENERAL,IND,49,1,50,0.02,234067,IND,22
19,Chepauk-Thiruvallikeni,DILLIRAJ P,MALE,29,GENERAL,IND,49,0,49,0.02,234067,IND,23
19,Chepauk-Thiruvallikeni,MADHANA GOPAL T,MALE,44,GENERAL,IND,42,0,42,0.02,234067,IND,24
19,Chepauk-Thiruvallikeni,Ganesan P,MALE,45,GENERAL,IND,39,0,39,0.02,234067,IND,25
19,Chepauk-Thiruvallikeni,BALAJI K,MALE,41,GENERAL,IND,34,1,35,0.01,234067,IND,26
19,Chepauk-Thiruvallikeni,MOHAMMED HUSSAIN,MALE,32,GENERAL,IND,33,1,34,0.01,234067,IND,27
20,Thousand Lights,EZHILAN N,MALE,41,GENERAL,DMK,71437,430,71867,29.93,240096,DMK+,1
20,Thousand Lights,KUSHBOO SUNDAR,FEMALE,50,GENERAL,BJP,39237,168,39405,16.41,240096,ADMK+,2
20,Thousand Lights,K M SHARIFF,MALE,55,GENERAL,MNM,11769,22,11791,4.91,240096,MNM,3
20,Thousand Lights,SHERINE AJ,FEMALE,28,GENERAL,NTK,8860,24,8884,3.70,240096,NTK,4
20,Thousand Lights,NOTA,,,,NOTA,1381,4,1385,0.58,240096,NOTA,5
20,Thousand Lights,VAIDHYANATHAN N,MALE,54,GENERAL,AMMKMNKZ,1145,10,1155,0.48,240096,AMMKMNKZ,6
20,Thousand Lights,WILLIAMS D,MALE,50,GENERAL,BSP,245,1,246,0.10,240096,BSP,7
20,Thousand Lights,RADHA KRISHNAN S,MALE,28,GENERAL,IND,230,1,231,0.10,240096,IND,8
20,Thousand Lights,MANIVANNAN N,MALE,45,GENERAL,IND,229,0,229,0.10,240096,IND,9
20,Thousand Lights,PARTHIBAN V,MALE,26,GENERAL,IND,154,0,154,0.06,240096,IND,10
20,Thousand Lights,DOMNIC A,MALE,40,GENERAL,NINIK,72,0,72,0.03,240096,NINIK,11
20,Thousand Lights,SANJEEVI S,MALE,48,GENERAL,IND,66,0,66,0.03,240096,IND,13
20,Thousand Lights,SUDAKAR R,MALE,27,SC,IND,63,3,66,0.03,240096,IND,12
20,Thousand Lights,BABU A,MALE,44,GENERAL,IND,65,0,65,0.03,240096,IND,14
20,Thousand Lights,A GEORGE BENNY,MALE,73,GENERAL,IND,62,0,62,0.03,240096,IND,15
20,Thousand Lights,NIRMAL KUMAR S,MALE,25,GENERAL,IND,53,0,53,0.02,240096,IND,16
20,Thousand Lights,RIAZ(A) SYED ZAKEERULLA,MALE,43,GENERAL,AMAK,52,0,52,0.02,240096,AMAK,17
20,Thousand Lights,P PARIMALA,FEMALE,46,GENERAL,IND,47,0,47,0.02,240096,IND,18
20,Thousand Lights,VELRAJ S,MALE,33,GENERAL,IND,41,1,42,0.02,240096,IND,19
20,Thousand Lights,DEEBAN M,MALE,28,SC,IND,37,0,37,0.02,240096,IND,20
20,Thousand Lights,SEKAR K,MALE,62,GENERAL,IND,30,1,31,0.01,240096,IND,21
21,Anna Nagar,M.K. Mohan,MALE,68,GENERAL,DMK,79356,698,80054,27.98,286090,DMK+,1
21,Anna Nagar,S. Gokula Indira,FEMALE,55,GENERAL,ADMK,52297,312,52609,18.39,286090,ADMK+,2
21,Anna Nagar,V. Ponraj,MALE,54,GENERAL,MNM,17434,88,17522,6.12,286090,MNM,3
21,Anna Nagar,S. Shankar,MALE,48,GENERAL,NTK,10361,45,10406,3.64,286090,NTK,4
21,Anna Nagar,NOTA,,,,NOTA,1529,16,1545,0.54,286090,NOTA,5
21,Anna Nagar,K.N. Gunasekaran,MALE,60,GENERAL,AMMKMNKZ,1163,6,1169,0.41,286090,AMMKMNKZ,6
21,Anna Nagar,S.D. Prabhakar,MALE,41,GENERAL,TNLK,406,2,408,0.14,286090,TNLK,7
21,Anna Nagar,D. JeevithKumar,MALE,30,SC,BSP,220,0,220,0.08,286090,BSP,8
21,Anna Nagar,S. Sathyanarayanan,MALE,47,GENERAL,IND,158,0,158,0.06,286090,IND,9
21,Anna Nagar,Hari Shankar,MALE,45,GENERAL,IND,141,1,142,0.05,286090,IND,10
21,Anna Nagar,K. Sathish Kumar,MALE,32,GENERAL,IND,125,0,125,0.04,286090,IND,11
21,Anna Nagar,R. Saravanan,MALE,55,GENERAL,IND,122,0,122,0.04,286090,IND,12
21,Anna Nagar,V.M. Nagarajan,MALE,44,GENERAL,IND,84,2,86,0.03,286090,IND,13
21,Anna Nagar,L. Kasinathan,MALE,64,GENERAL,IND,74,0,74,0.03,286090,IND,14
21,Anna Nagar,V. Paulraj Guna,MALE,48,GENERAL,RPPRINAT,73,0,73,0.03,286090,RPPRINAT,15
21,Anna Nagar,Ansar Ahamed,MALE,54,GENERAL,AMAK,69,0,69,0.02,286090,AMAK,16
21,Anna Nagar,P.E. Gopinath,MALE,30,GENERAL,IND,62,0,62,0.02,286090,IND,17
21,Anna Nagar,P. Dhanasekar,MALE,37,SC,NINIK,59,0,59,0.02,286090,NINIK,18
21,Anna Nagar,S. Yuvaraja,MALE,48,GENERAL,VTVTK,56,0,56,0.02,286090,VTVTK,19
21,Anna Nagar,J. Nagaraj,MALE,42,GENERAL,NGPP,53,0,53,0.02,286090,NGPP,20
21,Anna Nagar,M. Veriyandi,MALE,36,GENERAL,AMGRDMK,32,0,32,0.01,286090,AMGRDMK,21
21,Anna Nagar,M. Manokaran,MALE,51,GENERAL,IND,27,0,27,0.01,286090,IND,22
21,Anna Nagar,P. Manimaran,MALE,55,SC,IND,13,0,13,0.00,286090,IND,23
21,Anna Nagar,A. Jayaprakash,MALE,54,GENERAL,IND,12,0,12,0.00,286090,IND,24
22,Virugampakkam,AMV.PRABHAKARA RAJA,MALE,32,GENERAL,DMK,73814,537,74351,25.49,291691,DMK+,1
22,Virugampakkam,VIRUGAI V.N.RAVI,MALE,58,GENERAL,ADMK,55526,458,55984,19.19,291691,ADMK+,2
22,Virugampakkam,SENEGAN,MALE,48,GENERAL,MNM,16871,68,16939,5.81,291691,MNM,3
22,Virugampakkam,T.S.RAJENDRAN,MALE,57,GENERAL,NTK,10153,32,10185,3.49,291691,NTK,4
22,Virugampakkam,M.GUNASEKARAN (A) STAR M.GUNASEKARAN,MALE,47,GENERAL,IND,5165,21,5186,1.78,291691,IND,5
22,Virugampakkam,B.PARTHASARATHY,MALE,56,GENERAL,DMDK,1584,1,1585,0.54,291691,DMDK,6
22,Virugampakkam,NOTA,,,,NOTA,1551,12,1563,0.54,291691,NOTA,7
22,Virugampakkam,R.MAYILSAMY,MALE,56,GENERAL,IND,1436,4,1440,0.49,291691,IND,8
22,Virugampakkam,SATHASIVAM,MALE,35,GENERAL,IND,344,0,344,0.12,291691,IND,9
22,Virugampakkam,M.S.ISMAIL KHAN,MALE,40,GENERAL,AIJYMKG,206,3,209,0.07,291691,AIJYMKG,10
22,Virugampakkam,M.MANNU,MALE,42,GENERAL,IND,146,2,148,0.05,291691,IND,11
22,Virugampakkam,V.GUNASEKARAN,MALE,60,GENERAL,IND,131,0,131,0.04,291691,IND,12
22,Virugampakkam,M.SIVAKUMAR,MALE,40,SC,IND,119,0,119,0.04,291691,IND,13
22,Virugampakkam,MANJU,FEMALE,36,GENERAL,AMAK,89,1,90,0.03,291691,AMAK,15
22,Virugampakkam,G.THANIGACHALAM,MALE,42,GENERAL,VTVTK,90,0,90,0.03,291691,VTVTK,14
22,Virugampakkam,S.GUNASEKAR,MALE,31,GENERAL,IND,86,2,88,0.03,291691,IND,16
22,Virugampakkam,G.RAVI,MALE,36,GENERAL,RJD,69,4,73,0.03,291691,RJD,17
22,Virugampakkam,M.ELLANGOVAN,MALE,40,GENERAL,IND,68,4,72,0.02,291691,IND,18
22,Virugampakkam,E.SANKAR,MALE,49,GENERAL,IND,68,0,68,0.02,291691,IND,19
22,Virugampakkam,R.PRABAHARAN,MALE,40,GENERAL,MMKA,63,2,65,0.02,291691,MMKA,20
22,Virugampakkam,D.SUNDAR SINGH,MALE,43,GENERAL,IND,56,0,56,0.02,291691,IND,22
22,Virugampakkam,D.PRABAKARAN,MALE,52,GENERAL,IND,55,1,56,0.02,291691,IND,21
22,Virugampakkam,V.THALAPATHI,MALE,53,GENERAL,IND,49,0,49,0.02,291691,IND,24
22,Virugampakkam,M.SRINIVASAN,MALE,30,SC,IND,49,0,49,0.02,291691,IND,23
22,Virugampakkam,V.K.KATHIR,MALE,40,GENERAL,IND,48,0,48,0.02,291691,IND,25
22,Virugampakkam,S.R.DINESH KUMAR,MALE,34,GENERAL,AMGRDMK,40,1,41,0.01,291691,AMGRDMK,26
22,Virugampakkam,K.BOOPATHY,MALE,45,GENERAL,IND,34,0,34,0.01,291691,IND,27
22,Virugampakkam,V.K.SENTHIL KUMAR,MALE,38,GENERAL,IND,24,0,24,0.01,291691,IND,28
23,Saidapet,SUBRAMANIAN. MA,MALE,61,GENERAL,DMK,79715,479,80194,28.74,279033,DMK+,1
23,Saidapet,SAIDAI DURAISAMY,MALE,69,GENERAL,ADMK,50633,153,50786,18.20,279033,ADMK+,2
23,Saidapet,SNEGAPRIYA,FEMALE,29,SC,MNM,13413,41,13454,4.82,279033,MNM,3
23,Saidapet,SURESH KUMAR. B,MALE,37,GENERAL,NTK,10687,30,10717,3.84,279033,NTK,4
23,Saidapet,SENTHAMIZHAN. G,MALE,57,GENERAL,AMMKMNKZ,2076,5,2081,0.75,279033,AMMKMNKZ,5
23,Saidapet,NOTA,,,,NOTA,1155,3,1158,0.42,279033,NOTA,6
23,Saidapet,KOTTUR KUMAR. R,MALE,40,SC,BSP,274,0,274,0.10,279033,BSP,7
23,Saidapet,SAGAYAMARY. N,FEMALE,41,GENERAL,RPPRINAT,208,1,209,0.07,279033,RPPRINAT,8
23,Saidapet,SIVASANKAR. S. R,MALE,40,GENERAL,IND,182,0,182,0.07,279033,IND,9
23,Saidapet,BALAJI. V,MALE,45,GENERAL,IND,145,0,145,0.05,279033,IND,10
23,Saidapet,KANDHASAMY. R,MALE,52,GENERAL,IND,141,0,141,0.05,279033,IND,11
23,Saidapet,MURTHI. R,MALE,38,GENERAL,IND,125,0,125,0.04,279033,IND,12
23,Saidapet,SATHISH KUMAR. S,MALE,29,GENERAL,IND,121,0,121,0.04,279033,IND,13
