ac_no,ac_name,candidate_name,gender,age,category,party,general,postal,total,pct_votes,total_electors,party_group,rank
34,Cheyyur,Ilayaraja S,MALE,33,SC,BSP,960,4,964,0.42,227468,BSP,7
34,Cheyyur,Vinoth M,MALE,30,SC,IND,402,1,403,0.18,227468,IND,8
34,Cheyyur,Babu E,MALE,49,SC,IND,247,16,263,0.12,227468,IND,9
34,Cheyyur,Amarnath B,MALE,29,SC,IND,215,1,216,0.09,227468,IND,10
35,Madurantakam,Maragatham. K,FEMALE,38,SC,ADMK,85791,855,86646,38.22,226715,ADMK+,1
35,Madurantakam,Sathya. C.E,MALE,57,SC,DMK,81739,1337,83076,36.64,226715,DMK+,2
35,Madurantakam,Sumitha. P,FEMALE,30,SC,NTK,9249,44,9293,4.10,226715,NTK,3
35,Madurantakam,Moorthi . N,MALE,49,SC,DMDK,2130,7,2137,0.94,226715,DMDK,4
35,Madurantakam,Dinesh. K,MALE,38,SC,MNM,1476,12,1488,0.66,226715,MNM,5
35,Madurantakam,NOTA,,,,NOTA,1369,2,1371,0.60,226715,NOTA,6
35,Madurantakam,Tamizhselvan. S,MALE,27,SC,IND,633,6,639,0.28,226715,IND,7
35,Madurantakam,Madhanraj. M,MALE,29,SC,BSP,587,0,587,0.26,226715,BSP,8
35,Madurantakam,Kothandan. A,MALE,50,SC,DESMI,249,2,251,0.11,226715,DESMI,9
35,Madurantakam,Ranjitham. M,FEMALE,41,SC,IND,233,0,233,0.10,226715,IND,10
35,Madurantakam,Subash. S,MALE,28,SC,MKLMNTRAPR,120,1,121,0.05,226715,MKLMNTRAPR,11
36,Uthiramerur,SUNDAR K,MALE,66,GENERAL,DMK,92161,1266,93427,35.87,260462,DMK+,1
36,Uthiramerur,SOMASUNDARAM V,MALE,55,GENERAL,ADMK,91127,678,91805,35.25,260462,ADMK+,2
36,Uthiramerur,KAMACTHI.S,FEMALE,47,GENERAL,NTK,11320,85,11405,4.38,260462,NTK,3
36,Uthiramerur,RANJITHKUMAR.R.V,MALE,45,GENERAL,AMMKMNKZ,7181,30,7211,2.77,260462,AMMKMNKZ,4
36,Uthiramerur,SUSAIAPPAR.A,MALE,49,GENERAL,MNM,2077,23,2100,0.81,260462,MNM,5
36,Uthiramerur,NOTA,,,,NOTA,946,6,952,0.37,260462,NOTA,6
36,Uthiramerur,PONNAMBALAM.R,MALE,46,GENERAL,IND,752,1,753,0.29,260462,IND,7
36,Uthiramerur,SURESH D,MALE,40,SC,BSP,600,2,602,0.23,260462,BSP,8
36,Uthiramerur,MADHAVARAJ.K.V,MALE,53,GENERAL,IND,448,0,448,0.17,260462,IND,9
36,Uthiramerur,THANGARAJ.K,MALE,26,GENERAL,IND,332,1,333,0.13,260462,IND,10
36,Uthiramerur,JAYABALAN.E,MALE,42,GENERAL,IND,305,1,306,0.12,260462,IND,11
36,Uthiramerur,SARAVANAN.A,MALE,43,GENERAL,IND,298,6,304,0.12,260462,IND,12
36,Uthiramerur,DEVARAJAN.C,MALE,52,SC,IND,140,1,141,0.05,260462,IND,13
36,Uthiramerur,SIVAKUMAR.A,MALE,39,GENERAL,DMSK,134,2,136,0.05,260462,DMSK,14
36,Uthiramerur,GUNASEKAR.V,MALE,32,GENERAL,IND,104,0,104,0.04,260462,IND,15
36,Uthiramerur,AROKIASAMY.J,MALE,69,GENERAL,IND,91,13,104,0.04,260462,IND,16
36,Uthiramerur,CHINNASWAMY.T,MALE,75,SC,IND,100,1,101,0.04,260462,IND,17
36,Uthiramerur,JAISUDHA.V,FEMALE,34,SC,RPPRINAT,82,3,85,0.03,260462,RPPRINAT,18
36,Uthiramerur,JAYARAMAN.C.A,MALE,38,GENERAL,IND,81,1,82,0.03,260462,IND,19
36,Uthiramerur,JEEVANANTHAM.D,MALE,40,GENERAL,IND,66,0,66,0.03,260462,IND,20
36,Uthiramerur,SIVALINGAM.M,MALE,36,GENERAL,IND,64,0,64,0.02,260462,IND,21
37,Kancheepuram,C.V.M.P. Ezhailzrasan,MALE,49,GENERAL,DMK,100914,1798,102712,33.22,309192,DMK+,1
37,Kancheepuram,P. Magesh Kumar,MALE,41,GENERAL,PMK,90390,727,91117,29.47,309192,ADMK+,2
37,Kancheepuram,S. SALDIN,MALE,43,SC,NTK,13829,117,13946,4.51,309192,NTK,3
37,Kancheepuram,B. GOPINATH,MALE,38,GENERAL,MNM,11936,92,12028,3.89,309192,MNM,4
37,Kancheepuram,NOTA,,,,NOTA,2516,18,2534,0.82,309192,NOTA,5
37,Kancheepuram,N. MANOGARAN,MALE,58,GENERAL,AMMKMNKZ,2283,18,2301,0.74,309192,AMMKMNKZ,6
37,Kancheepuram,L. ARULNATHAN,MALE,39,SC,IND,2029,26,2055,0.66,309192,IND,7
37,Kancheepuram,K. Prabakaran,MALE,32,SC,BSP,1185,8,1193,0.39,309192,BSP,8
37,Kancheepuram,D.GNANAMOORTHY,MALE,50,SC,IND,414,3,417,0.13,309192,IND,9
37,Kancheepuram,M. MEGANATHAN,MALE,39,GENERAL,NGPP,235,7,242,0.08,309192,NGPP,10
37,Kancheepuram,J. JAYARAJ,MALE,36,SC,IND,195,1,196,0.06,309192,IND,11
37,Kancheepuram,S. SRINIVASAN,MALE,38,GENERAL,IND,159,0,159,0.05,309192,IND,12
37,Kancheepuram,T. MAGESH,MALE,38,GENERAL,IND,144,14,158,0.05,309192,IND,13
37,Kancheepuram,R. VINOTHRAJ,MALE,33,SC,IND,133,0,133,0.04,309192,IND,14
37,Kancheepuram,P. EZHILARASAN,MALE,45,GENERAL,IND,126,1,127,0.04,309192,IND,15
37,Kancheepuram,M.ELANGOVAN,MALE,37,SC,IND,95,17,112,0.04,309192,IND,16
38,Arakkonam,S.RAVI,MALE,57,SC,ADMK,85057,342,85399,37.57,227320,ADMK+,1
38,Arakkonam,GOWTHAMA SANNAH.J,MALE,48,SC,VCK,57345,885,58230,25.62,227320,DMK+,2
38,Arakkonam,E.ABIRAMI,FEMALE,27,SC,NTK,14561,70,14631,6.44,227320,NTK,3
38,Arakkonam,K.C.MANIVANNAN,MALE,46,SC,AMMKMNKZ,4747,30,4777,2.10,227320,AMMKMNKZ,4
38,Arakkonam,S.BASKARAN,MALE,37,SC,MNM,3522,21,3543,1.56,227320,MNM,5
38,Arakkonam,P.SUDHAKAR,MALE,42,SC,BSP,1816,9,1825,0.80,227320,BSP,6
38,Arakkonam,NOTA,,,,NOTA,1648,8,1656,0.73,227320,NOTA,7
38,Arakkonam,P.RAVI,MALE,46,SC,IND,432,0,432,0.19,227320,IND,8
38,Arakkonam,C.M.GOWTHAMAN,MALE,30,SC,IND,284,1,285,0.13,227320,IND,9
38,Arakkonam,M.MADHANRAJ,MALE,31,SC,IND,184,0,184,0.08,227320,IND,10
38,Arakkonam,C.MOHAN,MALE,40,SC,IND,128,0,128,0.06,227320,IND,11
38,Arakkonam,M.MANIKANDAN,MALE,27,SC,IND,111,2,113,0.05,227320,IND,12
38,Arakkonam,A.GAUTHAMAN,MALE,28,SC,IND,109,3,112,0.05,227320,IND,13
38,Arakkonam,V.RAVI,MALE,54,SC,IND,96,1,97,0.04,227320,IND,14
39,Sholinghur,A.M.MUNIRATHINAM,MALE,65,GENERAL,INC,109138,1090,110228,39.65,278034,DMK+,1
39,Sholinghur,A.M.KRISHNAN,MALE,48,GENERAL,PMK,82919,611,83530,30.04,278034,ADMK+,2
39,Sholinghur,N.G.PARTHIBAN,MALE,46,GENERAL,AMMKMNKZ,12877,102,12979,4.67,278034,AMMKMNKZ,3
39,Sholinghur,Y.R.PAVENDHAN,MALE,43,GENERAL,NTK,9580,76,9656,3.47,278034,NTK,4
39,Sholinghur,R.JAWAHAR,MALE,56,GENERAL,MNM,1649,15,1664,0.60,278034,MNM,5
39,Sholinghur,NOTA,,,,NOTA,1234,5,1239,0.45,278034,NOTA,6
39,Sholinghur,T.RAJENDRAN,MALE,51,SC,IND,1014,1,1015,0.37,278034,IND,7
39,Sholinghur,M.GIRIDHARAN,MALE,35,GENERAL,BSP,611,3,614,0.22,278034,BSP,8
39,Sholinghur,M.MUNIRATHINAM,MALE,70,GENERAL,IND,585,2,587,0.21,278034,IND,9
39,Sholinghur,J.BALAJI,MALE,27,SC,IND,464,3,467,0.17,278034,IND,10
39,Sholinghur,A.PALANI,MALE,40,GENERAL,IND,466,0,466,0.17,278034,IND,11
39,Sholinghur,K.MANI,MALE,52,SC,IND,369,3,372,0.13,278034,IND,12
39,Sholinghur,N.MANI,MALE,43,GENERAL,IND,326,0,326,0.12,278034,IND,13
39,Sholinghur,G.VIJAYAKUMAR,MALE,41,GENERAL,DESMI,222,0,222,0.08,278034,DESMI,14
39,Sholinghur,P.PARTHIBAN,MALE,27,GENERAL,IND,204,1,205,0.07,278034,IND,15
39,Sholinghur,C.MUNIRATHINAM,MALE,52,GENERAL,IND,174,0,174,0.06,278034,IND,16
39,Sholinghur,R.VINOTH,MALE,28,GENERAL,VTVTK,131,1,132,0.05,278034,VTVTK,17
39,Sholinghur,K.SEKAR,MALE,48,GENERAL,IND,121,0,121,0.04,278034,IND,18
39,Sholinghur,R.ELUMALAI,MALE,45,GENERAL,IND,111,1,112,0.04,278034,IND,19
40,Katpadi,DURAIMURUGAN,MALE,83,GENERAL,DMK,83243,1897,85140,34.02,250228,DMK+,1
40,Katpadi,V RAMU,MALE,48,GENERAL,ADMK,83675,719,84394,33.73,250228,ADMK+,2
40,Katpadi,S THIRUKKUMARAN,MALE,43,GENERAL,NTK,10325,124,10449,4.18,250228,NTK,3
40,Katpadi,NOTA,,,,NOTA,1852,37,1889,0.75,250228,NOTA,4
40,Katpadi,A S RAJA,MALE,60,GENERAL,AMMKMNKZ,1059,7,1066,0.43,250228,AMMKMNKZ,5
40,Katpadi,M SUDHARSAN,MALE,30,GENERAL,IJK,991,12,1003,0.40,250228,IJK,6
40,Katpadi,V VINAYAGAM,MALE,34,GENERAL,IND,548,3,551,0.22,250228,IND,7
40,Katpadi,K RAJA,MALE,59,SC,BSP,368,6,374,0.15,250228,BSP,8
40,Katpadi,D RAMU,MALE,49,GENERAL,IND,332,0,332,0.13,250228,IND,9
40,Katpadi,R BASKARAN,MALE,55,GENERAL,IND,221,3,224,0.09,250228,IND,10
40,Katpadi,J ANANDHI,FEMALE,34,GENERAL,IND,177,16,193,0.08,250228,IND,11
40,Katpadi,P DHANANJAYAN,MALE,45,GENERAL,IND,163,3,166,0.07,250228,IND,12
40,Katpadi,RAMAN,MALE,53,SC,IND,144,0,144,0.06,250228,IND,14
40,Katpadi,ARUMUGAM K P,MALE,45,SC,RPPRINAT,142,2,144,0.06,250228,RPPRINAT,13
40,Katpadi,K RAMU,MALE,43,GENERAL,IND,99,0,99,0.04,250228,IND,15
40,Katpadi,R S SRIDHAR,MALE,59,GENERAL,AMGRDMK,75,3,78,0.03,250228,AMGRDMK,16
41,Ranipet,R.GANDHI,MALE,75,GENERAL,DMK,102273,1018,103291,38.65,267260,DMK+,1
41,Ranipet,S.M.SUGUMAR,MALE,60,GENERAL,ADMK,86339,454,86793,32.48,267260,ADMK+,2
41,Ranipet,V.SHYLAJA,FEMALE,30,GENERAL,NTK,10152,82,10234,3.83,267260,NTK,3
41,Ranipet,M.ATHAM BASHA,MALE,55,GENERAL,MNM,2746,16,2762,1.03,267260,MNM,4
41,Ranipet,NOTA,,,,NOTA,1625,7,1632,0.61,267260,NOTA,5
41,Ranipet,A.YUVARAJ,MALE,32,SC,BSP,664,5,669,0.25,267260,BSP,6
41,Ranipet,G.VEERAMANI,MALE,60,GENERAL,AMMKMNKZ,627,10,637,0.24,267260,AMMKMNKZ,7
41,Ranipet,S.JAYAKUMAR,MALE,33,GENERAL,IND,425,0,425,0.16,267260,IND,8
41,Ranipet,Dr.K.SATHIYARAJ,MALE,36,SC,TNLK,273,2,275,0.10,267260,TNLK,9
41,Ranipet,A.MANIKANDAN,MALE,25,GENERAL,IND,267,1,268,0.10,267260,IND,10
41,Ranipet,A.MANSUR BASHA,MALE,53,GENERAL,IND,194,0,194,0.07,267260,IND,11
41,Ranipet,S.YUVARAJ,MALE,29,GENERAL,IND,106,1,107,0.04,267260,IND,12
41,Ranipet,S.GANDHI,MALE,38,GENERAL,IND,63,1,64,0.02,267260,IND,13
41,Ranipet,N.SUGUMAR,MALE,37,SC,IND,63,0,63,0.02,267260,IND,14
41,Ranipet,K.SAKTHIVEL NATHAN,MALE,48,GENERAL,IND,48,0,48,0.02,267260,IND,15
42,Arcot,J.L.Eswarappan,MALE,42,GENERAL,DMK,102667,1218,103885,39.58,262476,DMK+,1
42,Arcot,Elavazagan.K.L,MALE,52,GENERAL,PMK,83410,517,83927,31.98,262476,ADMK+,2
42,Arcot,R.Kathiravan,MALE,29,SC,NTK,11977,111,12088,4.61,262476,NTK,3
42,Arcot,A.R.Mohamed Raffi,MALE,39,GENERAL,MNM,2846,14,2860,1.09,262476,MNM,4
42,Arcot,NOTA,,,,NOTA,2238,15,2253,0.86,262476,NOTA,5
42,Arcot,N.Janarthanan,MALE,57,GENERAL,AMMKMNKZ,2159,31,2190,0.83,262476,AMMKMNKZ,6
42,Arcot,A.C.Kesavan,MALE,64,SC,BSP,771,11,782,0.30,262476,BSP,7
42,Arcot,K.Manigandan,MALE,42,GENERAL,IND,453,4,457,0.17,262476,IND,8
42,Arcot,H.Mohamed Ghouse,MALE,38,GENERAL,TPSTP,392,5,397,0.15,262476,TPSTP,9
42,Arcot,Vasanthakumar,MALE,41,SC,IND,380,2,382,0.15,262476,IND,10
42,Arcot,T.D.Shanmugam,MALE,63,SC,IND,231,0,231,0.09,262476,IND,11
42,Arcot,Munivel.S,MALE,45,GENERAL,NDPOSI,180,4,184,0.07,262476,NDPOSI,12
42,Arcot,P.Eswaran,MALE,47,GENERAL,IND,155,0,155,0.06,262476,IND,13
43,Vellore,Karthikeyan .P,MALE,59,GENERAL,DMK,82907,1392,84299,33.25,253536,DMK+,1
43,Vellore,Appu S.R.K,MALE,43,GENERAL,ADMK,74457,661,75118,29.63,253536,ADMK+,2
43,Vellore,Poonkundran .N,MALE,44,GENERAL,NTK,8454,76,8530,3.36,253536,NTK,3
43,Vellore,Vikram Chakravarthy .G,MALE,43,GENERAL,MNM,7179,64,7243,2.86,253536,MNM,4
43,Vellore,NOTA,,,,NOTA,1417,24,1441,0.57,253536,NOTA,5
43,Vellore,Naresh Kumar .R,MALE,29,GENERAL,TNLK,921,7,928,0.37,253536,TNLK,6
43,Vellore,Dharmalingam .V.D,MALE,72,GENERAL,AMMKMNKZ,860,5,865,0.34,253536,AMMKMNKZ,7
43,Vellore,Vishnumohan .E,MALE,45,GENERAL,IND,364,3,367,0.14,253536,IND,8
43,Vellore,Vijayaraj .K,MALE,45,SC,IND,224,0,224,0.09,253536,IND,9
43,Vellore,Senthilkumar .P,MALE,30,GENERAL,VTVTK,200,2,202,0.08,253536,VTVTK,10
43,Vellore,Syed Jalaluddin .M,MALE,38,GENERAL,TPSTP,186,1,187,0.07,253536,TPSTP,11
43,Vellore,Panneer Sevlan .N,MALE,57,GENERAL,IND,135,3,138,0.05,253536,IND,12
43,Vellore,Naseer K,MALE,42,GENERAL,IND,90,1,91,0.04,253536,IND,13
43,Vellore,Srinivasan .N,MALE,45,GENERAL,IND,67,0,67,0.03,253536,IND,15
43,Vellore,Manogaran S,MALE,60,GENERAL,KDC,67,0,67,0.03,253536,KDC,14
43,Vellore,Sathishkumar .S,MALE,33,GENERAL,IND,54,0,54,0.02,253536,IND,16
43,Vellore,Karthikeyan .R,MALE,44,GENERAL,IND,40,2,42,0.02,253536,IND,17
43,Vellore,Karthick .E,MALE,39,GENERAL,IND,35,1,36,0.01,253536,IND,18
44,Anaikattu,A.P.Nandakumar,MALE,52,GENERAL,DMK,94084,1075,95159,37.07,256727,DMK+,1
44,Anaikattu,D.Velazhagan,MALE,51,GENERAL,ADMK,88031,768,88799,34.59,256727,ADMK+,2
44,Anaikattu,A.Sumithra,FEMALE,34,GENERAL,NTK,7974,151,8125,3.16,256727,NTK,3
44,Anaikattu,NOTA,,,,NOTA,1768,23,1791,0.70,256727,NOTA,4
44,Anaikattu,M.Senthil Kumar,MALE,42,GENERAL,IND,1335,22,1357,0.53,256727,IND,5
44,Anaikattu,V.D.Sathish Kumar,MALE,30,GENERAL,AMMKMNKZ,1125,15,1140,0.44,256727,AMMKMNKZ,6
44,Anaikattu,P Venkatesan,MALE,46,SC,IND,468,0,468,0.18,256727,IND,7
44,Anaikattu,K.Rajasekar,MALE,29,GENERAL,IJK,323,5,328,0.13,256727,IJK,8
44,Anaikattu,M RajBabu,MALE,36,GENERAL,IND,179,0,179,0.07,256727,IND,9
44,Anaikattu,T.Mathan Kumar,MALE,30,GENERAL,IND,149,1,150,0.06,256727,IND,10
44,Anaikattu,N.Kirubakaran,MALE,42,GENERAL,IND,104,5,109,0.04,256727,IND,11
44,Anaikattu,K.Naveenkumar,MALE,32,GENERAL,IND,93,1,94,0.04,256727,IND,12
44,Anaikattu,R Karunamoorthy,MALE,40,SC,IND,61,1,62,0.02,256727,IND,13
44,Anaikattu,M.Arun,MALE,32,GENERAL,IND,42,2,44,0.02,256727,IND,14
45,Kilvaithinankuppam,M.JAGAN MOORTHY,MALE,54,SC,ADMK,83989,590,84579,37.22,227241,ADMK+,1
45,Kilvaithinankuppam,K Seetharaman,MALE,63,SC,DMK,72933,1064,73997,32.56,227241,DMK+,2
45,Kilvaithinankuppam,Divya Rani J,FEMALE,33,SC,NTK,9911,116,10027,4.41,227241,NTK,3
45,Kilvaithinankuppam,NOTA,,,,NOTA,1773,25,1798,0.79,227241,NOTA,4
45,Kilvaithinankuppam,P DHANASEELAN,MALE,56,SC,DMDK,1406,26,1432,0.63,227241,DMDK,5
45,Kilvaithinankuppam,ELAVARASAN K,MALE,51,SC,RPPRINAT,543,4,547,0.24,227241,RPPRINAT,6
45,Kilvaithinankuppam,PUSHPALATHA D,FEMALE,40,SC,BSP,505,14,519,0.23,227241,BSP,8
45,Kilvaithinankuppam,K VENKATASAMY,MALE,45,SC,IJK,519,0,519,0.23,227241,IJK,7
45,Kilvaithinankuppam,S SELVA CHENGUTTUVAN,MALE,37,SC,IND,324,7,331,0.15,227241,IND,9
45,Kilvaithinankuppam,E.P.ELANCHEZHIYAN,MALE,26,SC,IND,238,4,242,0.11,227241,IND,10
45,Kilvaithinankuppam,SATHU K,MALE,41,SC,NDPOSI,132,1,133,0.06,227241,NDPOSI,11
46,Gudiyattam,Amulu.V,FEMALE,39,SC,DMK,99525,887,100412,34.61,290135,DMK+,1
46,Gudiyattam,Paritha.G,FEMALE,37,SC,ADMK,93066,445,93511,32.23,290135,ADMK+,2
46,Gudiyattam,Kalaiyenthiri.R,FEMALE,30,SC,NTK,11776,58,11834,4.08,290135,NTK,3
46,Gudiyattam,Jayanthi Padmanaban.C,FEMALE,40,SC,AMMKMNKZ,1805,17,1822,0.63,290135,AMMKMNKZ,4
46,Gudiyattam,NOTA,,,,NOTA,1691,8,1699,0.59,290135,NOTA,5
46,Gudiyattam,Raja.S,MALE,46,SC,BSP,502,3,505,0.17,290135,BSP,6
46,Gudiyattam,Rajan.C,MALE,50,SC,IJK,477,5,482,0.17,290135,IJK,7
46,Gudiyattam,Jaikarthikeyan.K,MALE,42,SC,IND,448,1,449,0.15,290135,IND,8
46,Gudiyattam,Lakshmipathy.N,MALE,44,SC,IND,255,2,257,0.09,290135,IND,9
46,Gudiyattam,Elumalai.M,MALE,33,SC,IND,166,2,168,0.06,290135,IND,10
46,Gudiyattam,Gunaseelan.P,MALE,40,SC,IND,138,0,138,0.05,290135,IND,11
46,Gudiyattam,Selvavinayagam.D,MALE,68,SC,APEP,117,2,119,0.04,290135,APEP,12
46,Gudiyattam,Radha,FEMALE,45,SC,IND,66,0,66,0.02,290135,IND,13
46,Gudiyattam,Priya.M,FEMALE,30,SC,IND,60,2,62,0.02,290135,IND,14
46,Gudiyattam,Vennila.R,FEMALE,50,SC,RPPRINAT,52,2,54,0.02,290135,RPPRINAT,15
46,Gudiyattam,Manojkumar.G,MALE,48,SC,IND,52,0,52,0.02,290135,IND,16
47,Vaniyambadi,G.SENDHIL KUMAR,MALE,36,GENERAL,ADMK,87340,678,88018,35.18,250220,ADMK+,1
47,Vaniyambadi,N.MOHAMMED NAYEEM,MALE,65,GENERAL,IUML,82317,797,83114,33.22,250220,DMK+,2
47,Vaniyambadi,A.J.DEVENDHIRAN,MALE,47,GENERAL,NTK,11151,75,11226,4.49,250220,NTK,3
47,Vaniyambadi,T.S.VAKEEL AHMED,MALE,38,GENERAL,AIMIM,1895,2,1897,0.76,250220,AIMIM,4
47,Vaniyambadi,M.GNANA DOSS,MALE,37,GENERAL,MNM,1843,25,1868,0.75,250220,MNM,5
47,Vaniyambadi,NOTA,,,,NOTA,1487,5,1492,0.60,250220,NOTA,6
47,Vaniyambadi,D.Ramu,MALE,37,SC,BSP,715,6,721,0.29,250220,BSP,7
47,Vaniyambadi,M.SURESH,MALE,37,GENERAL,IND,360,0,360,0.14,250220,IND,8
47,Vaniyambadi,B.JAGAN,MALE,27,GENERAL,ABHM,350,5,355,0.14,250220,ABHM,9
47,Vaniyambadi,P.ABDUL WAHID,MALE,55,GENERAL,IND,259,1,260,0.10,250220,IND,10
47,Vaniyambadi,C.M.MOHAMMED HUSSAIN,MALE,40,GENERAL,IND,186,0,186,0.07,250220,IND,11
47,Vaniyambadi,DELHI RAJI.S,MALE,33,GENERAL,IND,184,2,186,0.07,250220,IND,12
47,Vaniyambadi,R.Sekar,MALE,42,GENERAL,AIYDPMP,176,3,179,0.07,250220,AIYDPMP,13
47,Vaniyambadi,SYED MOHAMMED SALEEM,MALE,46,GENERAL,IND,133,2,135,0.05,250220,IND,14
48,Ambur,VILWANATHAN.A.C,MALE,61,GENERAL,DMK,89561,915,90476,37.94,238473,DMK+,1
48,Ambur,NAZAR MOHAMED.K,MALE,49,GENERAL,ADMK,69903,341,70244,29.46,238473,ADMK+,2
48,Ambur,MAHARUNNISHA,FEMALE,38,GENERAL,NTK,10102,48,10150,4.26,238473,NTK,3
48,Ambur,UMAR FAROOK.ASA,MALE,57,GENERAL,SDPI,1787,6,1793,0.75,238473,SDPI,4
48,Ambur,RAJA.S,MALE,37,SC,MNM,1629,9,1638,0.69,238473,MNM,5
48,Ambur,NOTA,,,,NOTA,1410,7,1417,0.59,238473,NOTA,6
48,Ambur,WAZEER AHMED.J,MALE,49,GENERAL,BSP,678,3,681,0.29,238473,BSP,7
48,Ambur,MANI.S.P,MALE,63,GENERAL,APEP,358,5,363,0.15,238473,APEP,8
48,Ambur,ASHOK KUMAR.C,MALE,34,SC,AMPK,316,3,319,0.13,238473,AMPK,9
48,Ambur,RAJINIKANTH.P,MALE,41,SC,IND,252,1,253,0.11,238473,IND,10
48,Ambur,MURUGAN.L,MALE,53,SC,IND,199,2,201,0.08,238473,IND,11
48,Ambur,GEORGE.V.A.,MALE,65,GENERAL,IND,159,1,160,0.07,238473,IND,12
48,Ambur,PARTHIBAN.V,MALE,40,GENERAL,AIYDPMP,101,0,101,0.04,238473,AIYDPMP,13
48,Ambur,KAREEM BASHA.A,MALE,48,GENERAL,RUC,81,1,82,0.03,238473,RUC,14
49,Jolarpet,DEVARAJI.K.,MALE,64,GENERAL,DMK,88237,1253,89490,37.15,240869,DMK+,1
49,Jolarpet,VEERAMANI.K.C.,MALE,56,GENERAL,ADMK,87365,1034,88399,36.70,240869,ADMK+,2
49,Jolarpet,SIVA.A.,MALE,46,GENERAL,NTK,13199,129,13328,5.53,240869,NTK,3
49,Jolarpet,NOTA,,,,NOTA,1328,9,1337,0.56,240869,NOTA,4
49,Jolarpet,KARUNANIDHI.R.,MALE,47,SC,IND,1057,10,1067,0.44,240869,IND,5
49,Jolarpet,KALASTHRI.S.,MALE,71,GENERAL,AIUUK,861,9,870,0.36,240869,AIUUK,6
49,Jolarpet,THENNARASU SAAMRAJ,MALE,44,GENERAL,AMMKMNKZ,614,5,619,0.26,240869,AMMKMNKZ,7
49,Jolarpet,SIVAKUMAR.V.C.,MALE,42,SC,BSP,341,6,347,0.14,240869,BSP,8
49,Jolarpet,VEERAMANI.S.,MALE,49,GENERAL,IND,217,0,217,0.09,240869,IND,9
49,Jolarpet,VEERAMANI.H.,MALE,65,GENERAL,IND,208,1,209,0.09,240869,IND,10
49,Jolarpet,VEERAMANI.A.,MALE,43,GENERAL,IND,148,0,148,0.06,240869,IND,11
49,Jolarpet,MANITHAN,MALE,53,GENERAL,IND,140,2,142,0.06,240869,IND,12
49,Jolarpet,DEVARAJI.R.,MALE,49,GENERAL,IND,101,2,103,0.04,240869,IND,13
49,Jolarpet,DEVARAJ.V.K.,MALE,61,GENERAL,IND,80,2,82,0.03,240869,IND,14
50,Tirupattur,A. NALLATHAMBI,MALE,45,GENERAL,DMK,95067,1455,96522,40.35,239239,DMK+,1
50,Tirupattur,T.K. RAJA,MALE,55,GENERAL,PMK,67905,377,68282,28.54,239239,ADMK+,2
50,Tirupattur,M. SUMATHI,FEMALE,33,GENERAL,NTK,12016,111,12127,5.07,239239,NTK,3
50,Tirupattur,A. GNANASEKAR,MALE,50,GENERAL,AMMKMNKZ,2679,23,2702,1.13,239239,AMMKMNKZ,4
50,Tirupattur,NOTA,,,,NOTA,1625,7,1632,0.68,239239,NOTA,5
50,Tirupattur,B. VIJAYAKUMAR,MALE,45,GENERAL,IND,1091,5,1096,0.46,239239,IND,6
50,Tirupattur,S. KALASHTHRI,MALE,71,GENERAL,AIUUK,713,11,724,0.30,239239,AIUUK,7
50,Tirupattur,S. SATHIYAMOORTHY,MALE,67,GENERAL,MNK,516,3,519,0.22,239239,MNK,8
50,Tirupattur,R. AROCKIA JOE PRABU,MALE,31,GENERAL,IND,437,1,438,0.18,239239,IND,9
50,Tirupattur,R. PALANI,MALE,28,GENERAL,IND,361,1,362,0.15,239239,IND,10
50,Tirupattur,M. NALLASIVAM,MALE,35,GENERAL,IND,322,1,323,0.14,239239,IND,11
50,Tirupattur,MANITHAN,MALE,53,GENERAL,IND,308,1,309,0.13,239239,IND,12
50,Tirupattur,I. GOVINDARAJI,MALE,44,GENERAL,IND,296,1,297,0.12,239239,IND,13
50,Tirupattur,I. ROSELIN JEEVA,FEMALE,49,GENERAL,SMKNK,263,1,264,0.11,239239,SMKNK,14
50,Tirupattur,G. RAJA,MALE,41,SC,IND,204,1,205,0.09,239239,IND,15
50,Tirupattur,A. JEYAMMA,FEMALE,53,GENERAL,AMPK,127,1,128,0.05,239239,AMPK,16
51,Uthangarai,T.M.TAMILSELVAM,MALE,48,SC,ADMK,98973,702,99675,41.83,238299,ADMK+,1
51,Uthangarai,S.Arumugam,MALE,48,SC,INC,70084,1204,71288,29.92,238299,DMK+,2
51,Uthangarai,Elangovan,MALE,49,SC,NTK,10352,72,10424,4.37,238299,NTK,3
51,Uthangarai,R.Bakyaraj,MALE,42,SC,DMDK,2278,13,2291,0.96,238299,DMDK,4
51,Uthangarai,NOTA,,,,NOTA,1354,5,1359,0.57,238299,NOTA,5
51,Uthangarai,K.Murugesan,MALE,46,SC,MNM,1239,15,1254,0.53,238299,MNM,6
51,Uthangarai,NAGARAJ,MALE,54,SC,BSP,718,4,722,0.30,238299,BSP,7
51,Uthangarai,C.Jayaraman,MALE,61,SC,IND,322,0,322,0.14,238299,IND,8
51,Uthangarai,R.Vivekanandhan,MALE,40,SC,IND,280,3,283,0.12,238299,IND,9
51,Uthangarai,S.Perumal,MALE,35,SC,APTADMK,205,1,206,0.09,238299,APTADMK,10
51,Uthangarai,T.Tamilarasan,MALE,28,SC,IND,180,1,181,0.08,238299,IND,11
51,Uthangarai,R.Manjunathan,MALE,38,SC,IND,112,2,114,0.05,238299,IND,12
