ac_no,ac_name,candidate_name,gender,age,category,party,general,postal,total,pct_votes,total_electors,party_group,rank
188,MELUR,M.murugan,MALE,65,GENERAL,IND,2107,63,2170,0.94,230061,IND,6
188,MELUR,Nota,,,,NOTA,544,10,554,0.24,230061,NOTA,7
188,MELUR,M.panneerselvam,MALE,50,SC,PT,418,5,423,0.18,230061,PT,8
188,MELUR,C.ramesh,MALE,35,GENERAL,IND,317,0,317,0.14,230061,IND,9
188,MELUR,K.meyyar,MALE,49,SC,CPI(ML)(L),273,3,276,0.12,230061,CPI(ML)(L),10
188,MELUR,C.mohanram,MALE,59,GENERAL,IND,262,7,269,0.12,230061,IND,11
188,MELUR,K.manikandaprabu,MALE,40,SC,IND,138,0,138,0.06,230061,IND,12
188,MELUR,S.boopathi,MALE,45,GENERAL,IND,114,2,116,0.05,230061,IND,13
188,MELUR,K.sethuraman,MALE,51,GENERAL,IND,82,3,85,0.04,230061,IND,14
189,MADURAI EAST,Karthikeyan S,MALE,57,GENERAL,TVK,117714,1063,118777,35.27,336738,TVK+,1
189,MADURAI EAST,Moorthy P,MALE,67,GENERAL,DMK,100856,1374,102230,30.36,336738,DMK+,2
189,MADURAI EAST,Mahendran K,MALE,68,GENERAL,ADMK,30511,505,31016,9.21,336738,ADMK+,3
189,MADURAI EAST,Selvam K,MALE,42,GENERAL,NTK,13446,183,13629,4.05,336738,NTK,4
189,MADURAI EAST,Prince S,MALE,45,SC,RPPRINAT,1543,48,1591,0.47,336738,RPPRINAT,5
189,MADURAI EAST,Nota,,,,NOTA,1146,31,1177,0.35,336738,NOTA,6
189,MADURAI EAST,Karthikeyan G,MALE,51,GENERAL,IND,730,20,750,0.22,336738,IND,7
189,MADURAI EAST,Bharathiraja A,MALE,39,SC,PT,580,14,594,0.18,336738,PT,8
189,MADURAI EAST,Mugeshkumar M,MALE,29,GENERAL,IND,560,1,561,0.17,336738,IND,9
189,MADURAI EAST,Pitchai V,MALE,59,GENERAL,IND,240,0,240,0.07,336738,IND,10
189,MADURAI EAST,Arun Pandian A J,MALE,34,SC,IND,217,0,217,0.06,336738,IND,11
189,MADURAI EAST,Arasu S,MALE,50,GENERAL,IND,194,2,196,0.06,336738,IND,12
189,MADURAI EAST,Ajay Kannan A,MALE,27,GENERAL,IND,163,0,163,0.05,336738,IND,13
189,MADURAI EAST,Boomirajan K,MALE,41,GENERAL,tavk,153,6,159,0.05,336738,tavk,14
189,MADURAI EAST,Velladurai A,MALE,60,GENERAL,IND,145,0,145,0.04,336738,IND,15
189,MADURAI EAST,Chandra Mouliswaran A,MALE,49,GENERAL,IND,114,7,121,0.04,336738,IND,16
190,SHOLAVANDAN (SC),Karuppaiah.m.v,MALE,61,SC,TVK,63234,673,63907,29.68,215348,TVK+,1
190,SHOLAVANDAN (SC),Venkatesan.a,MALE,50,SC,DMK,60621,608,61229,28.43,215348,DMK+,2
190,SHOLAVANDAN (SC),Manickam.k,MALE,60,SC,ADMK,49080,414,49494,22.98,215348,ADMK+,3
190,SHOLAVANDAN (SC),Nagalakshmi Thirumaran.t,FEMALE,38,SC,NTK,10226,204,10430,4.84,215348,NTK,4
190,SHOLAVANDAN (SC),Balamurugan.k,MALE,52,SC,AIPTMMK,2035,56,2091,0.97,215348,AIPTMMK,5
190,SHOLAVANDAN (SC),Nota,,,,NOTA,551,20,571,0.27,215348,NOTA,6
190,SHOLAVANDAN (SC),Raghu.k,MALE,37,SC,PT,260,5,265,0.12,215348,PT,7
190,SHOLAVANDAN (SC),Balamurugan.r,MALE,41,SC,IND,203,0,203,0.09,215348,IND,8
190,SHOLAVANDAN (SC),Thangapandi.p,MALE,55,SC,tavk,192,3,195,0.09,215348,tavk,9
190,SHOLAVANDAN (SC),Ranjith Kumar.s,MALE,35,SC,IND,187,0,187,0.09,215348,IND,10
190,SHOLAVANDAN (SC),Gunasekaran.p,MALE,66,SC,IND,180,6,186,0.09,215348,IND,11
190,SHOLAVANDAN (SC),Balamurugan.c,MALE,34,SC,IND,142,1,143,0.07,215348,IND,12
190,SHOLAVANDAN (SC),Ajay Subash.b,MALE,26,SC,IND,71,1,72,0.03,215348,IND,13
190,SHOLAVANDAN (SC),Ramadoss.c,MALE,49,SC,IDMK,64,1,65,0.03,215348,IDMK,14
190,SHOLAVANDAN (SC),Krishnasamy.p,MALE,59,SC,IND,42,0,42,0.02,215348,IND,15
191,MADURAI NORTH,A.kallanai,MALE,41,GENERAL,TVK,72121,732,72853,32.92,221326,TVK+,1
191,MADURAI NORTH,G.thalapathi,MALE,70,GENERAL,DMK,54088,727,54815,24.77,221326,DMK+,2
191,MADURAI NORTH,P.saravanan,MALE,56,GENERAL,ADMK,24557,425,24982,11.29,221326,ADMK+,3
191,MADURAI NORTH,V Thirunavukkarasu,MALE,44,GENERAL,NTK,7281,134,7415,3.35,221326,NTK,4
191,MADURAI NORTH,Nota,,,,NOTA,732,21,753,0.34,221326,NOTA,5
191,MADURAI NORTH,D.mohamed Ismail,MALE,43,GENERAL,IND,161,3,164,0.07,221326,IND,6
191,MADURAI NORTH,R Rajkumar,MALE,48,GENERAL,NIDP,135,3,138,0.06,221326,NIDP,7
191,MADURAI NORTH,A.rajangam,MALE,78,GENERAL,IND,133,2,135,0.06,221326,IND,8
191,MADURAI NORTH,M.p.sankarapandi,MALE,40,GENERAL,IND,122,0,122,0.06,221326,IND,9
191,MADURAI NORTH,M J Voltaire,MALE,58,GENERAL,SUCI,120,2,122,0.06,221326,SUCI,10
191,MADURAI NORTH,P Muthusamy,MALE,56,GENERAL,IND,101,0,101,0.05,221326,IND,11
191,MADURAI NORTH,C.sathishkumar,MALE,37,GENERAL,IND,92,2,94,0.04,221326,IND,12
191,MADURAI NORTH,J.kesavarajah,MALE,35,GENERAL,IND,82,0,82,0.04,221326,IND,13
191,MADURAI NORTH,N.kuppusamy,MALE,44,GENERAL,IND,25,0,25,0.01,221326,IND,14
192,MADURAI SOUTH,M.m.gopison,MALE,40,GENERAL,TVK,62162,253,62415,34.67,180003,TVK+,1
192,MADURAI SOUTH,M.boominathan,MALE,66,GENERAL,DMK,40600,286,40886,22.71,180003,DMK+,2
192,MADURAI SOUTH,Raama Sreenivasan,MALE,61,GENERAL,BJP,30900,200,31100,17.28,180003,ADMK+,3
192,MADURAI SOUTH,B.m.sumathy,FEMALE,46,GENERAL,NTK,5808,55,5863,3.26,180003,NTK,4
192,MADURAI SOUTH,Nota,,,,NOTA,606,6,612,0.34,180003,NOTA,5
192,MADURAI SOUTH,S.iruthyaraj,MALE,45,GENERAL,tavk,368,2,370,0.21,180003,tavk,6
192,MADURAI SOUTH,K.jeya,FEMALE,49,SC,IND,257,0,257,0.14,180003,IND,7
193,MADURAI CENTRAL,Madhar Badhurudeen,MALE,42,GENERAL,TVK,63106,308,63414,31.75,199725,TVK+,1
193,MADURAI CENTRAL,Palanivel Thiaga Rajan,MALE,60,GENERAL,DMK,43834,452,44286,22.17,199725,DMK+,2
193,MADURAI CENTRAL,Sundar C,MALE,58,GENERAL,ADMK,33298,240,33538,16.79,199725,ADMK+,3
193,MADURAI CENTRAL,Abdul Hakeem K,MALE,39,GENERAL,NTK,5486,63,5549,2.78,199725,NTK,4
193,MADURAI CENTRAL,Nota,,,,NOTA,644,12,656,0.33,199725,NOTA,5
193,MADURAI CENTRAL,Sakkaravarthy P,MALE,65,GENERAL,AIPTMMK,310,3,313,0.16,199725,AIPTMMK,6
193,MADURAI CENTRAL,Ramar Pandi T,MALE,41,SC,BSP,263,5,268,0.13,199725,BSP,7
193,MADURAI CENTRAL,Avadainathan V,MALE,72,GENERAL,IND,145,0,145,0.07,199725,IND,8
193,MADURAI CENTRAL,Saleem,MALE,53,GENERAL,IND,104,1,105,0.05,199725,IND,9
193,MADURAI CENTRAL,Rajendran R,MALE,42,SC,IND,91,1,92,0.05,199725,IND,10
193,MADURAI CENTRAL,Manivannan,MALE,50,GENERAL,IND,83,0,83,0.04,199725,IND,11
193,MADURAI CENTRAL,Guru Karthick T,MALE,29,GENERAL,IND,72,0,72,0.04,199725,IND,12
193,MADURAI CENTRAL,Sivaperumal V,MALE,43,SC,IND,64,1,65,0.03,199725,IND,13
194,MADURAI WEST,Thangapandi Sr,MALE,46,GENERAL,TVK,87539,711,88250,32.01,275689,TVK+,1
194,MADURAI WEST,Balaji R,MALE,44,GENERAL,DMK,75484,835,76319,27.68,275689,DMK+,2
194,MADURAI WEST,Sellur K Raju,MALE,73,GENERAL,ADMK,38526,435,38961,14.13,275689,ADMK+,3
194,MADURAI WEST,Vigneshkumar S,MALE,29,GENERAL,NTK,10432,142,10574,3.84,275689,NTK,4
194,MADURAI WEST,Nota,,,,NOTA,871,22,893,0.32,275689,NOTA,5
194,MADURAI WEST,Rajkumar S,MALE,30,GENERAL,IND,255,2,257,0.09,275689,IND,6
194,MADURAI WEST,Venkatesan M,MALE,58,GENERAL,IND,188,2,190,0.07,275689,IND,8
194,MADURAI WEST,Muthukumar S,MALE,42,GENERAL,IND,189,1,190,0.07,275689,IND,7
194,MADURAI WEST,Madurai Veeran S,MALE,44,GENERAL,tavk,169,1,170,0.06,275689,tavk,9
194,MADURAI WEST,Anandh K,MALE,35,GENERAL,IND,129,1,130,0.05,275689,IND,10
194,MADURAI WEST,Tharma Prabu V S,MALE,43,SC,IND,126,0,126,0.05,275689,IND,11
194,MADURAI WEST,Muthupandi R,MALE,49,GENERAL,VSHWTMLK,116,0,116,0.04,275689,VSHWTMLK,12
194,MADURAI WEST,Muthukumar D,MALE,45,GENERAL,IND,88,1,89,0.03,275689,IND,13
194,MADURAI WEST,Rahamadullah S,MALE,53,GENERAL,IND,85,1,86,0.03,275689,IND,14
194,MADURAI WEST,Manoj Kumar R,MALE,35,GENERAL,IND,51,1,52,0.02,275689,IND,15
195,THIRUPARANKUNDRAM,Nirmalkumar. R.,MALE,44,GENERAL,TVK,113578,738,114316,36.67,311705,TVK+,1
195,THIRUPARANKUNDRAM,Kiruthiga Thangapandi,FEMALE,35,GENERAL,DMK,72075,688,72763,23.34,311705,DMK+,2
195,THIRUPARANKUNDRAM,Rajanchellappa. V.v.,MALE,75,GENERAL,ADMK,49423,442,49865,16,311705,ADMK+,3
195,THIRUPARANKUNDRAM,Sathyadevi. T.,FEMALE,38,GENERAL,NTK,14156,194,14350,4.6,311705,NTK,4
195,THIRUPARANKUNDRAM,Nota,,,,NOTA,1133,15,1148,0.37,311705,NOTA,5
195,THIRUPARANKUNDRAM,Thanapandian. T.,MALE,54,GENERAL,AIPTMMK,1068,20,1088,0.35,311705,AIPTMMK,6
195,THIRUPARANKUNDRAM,Sethuraman. A.,MALE,55,SC,PT,361,7,368,0.12,311705,PT,7
195,THIRUPARANKUNDRAM,Raj. P.,MALE,25,GENERAL,IND,352,1,353,0.11,311705,IND,8
195,THIRUPARANKUNDRAM,Mookkayee. C.,FEMALE,47,GENERAL,ETMK,249,0,249,0.08,311705,ETMK,9
195,THIRUPARANKUNDRAM,Chelladurai. R,MALE,45,GENERAL,NIDP,230,1,231,0.07,311705,NIDP,10
195,THIRUPARANKUNDRAM,Syed Ibrahim. M.,MALE,48,GENERAL,tavk,161,2,163,0.05,311705,tavk,11
195,THIRUPARANKUNDRAM,Renganathan Doraisamy,MALE,66,GENERAL,RTSMJD,137,3,140,0.04,311705,RTSMJD,12
195,THIRUPARANKUNDRAM,Vallarasan. K.,MALE,33,SC,IND,136,0,136,0.04,311705,IND,13
195,THIRUPARANKUNDRAM,Ukkra Pandian. S.,MALE,33,GENERAL,IND,119,3,122,0.04,311705,IND,14
195,THIRUPARANKUNDRAM,Arumugam. G.,MALE,62,GENERAL,IND,103,5,108,0.03,311705,IND,15
195,THIRUPARANKUNDRAM,Pounraj. N.,MALE,31,GENERAL,IND,66,0,66,0.02,311705,IND,16
196,THIRUMANGALAM,Manimaran.m,MALE,51,GENERAL,DMK,87063,1228,88291,33.58,262948,DMK+,1
196,THIRUMANGALAM,Udhayakumar.r.b,MALE,52,GENERAL,ADMK,63652,832,64484,24.52,262948,ADMK+,2
196,THIRUMANGALAM,Sathishkumar.n,MALE,37,GENERAL,TVK,59700,1126,60826,23.13,262948,TVK+,3
196,THIRUMANGALAM,Munish.n,MALE,35,GENERAL,NTK,10751,388,11139,4.24,262948,NTK,4
196,THIRUMANGALAM,Jeevitha Nachiyar.b,FEMALE,29,GENERAL,AIPTMMK,2750,101,2851,1.08,262948,AIPTMMK,5
196,THIRUMANGALAM,Nota,,,,NOTA,908,25,933,0.35,262948,NOTA,6
196,THIRUMANGALAM,Bharath.m,MALE,42,GENERAL,IND,906,18,924,0.35,262948,IND,7
196,THIRUMANGALAM,Vengateswaran.b,MALE,43,GENERAL,IND,425,2,427,0.16,262948,IND,8
196,THIRUMANGALAM,Kalaiselvi.r,FEMALE,38,SC,AIDMMK,280,3,283,0.11,262948,AIDMMK,9
196,THIRUMANGALAM,Murugan.s,MALE,49,GENERAL,IND,239,14,253,0.1,262948,IND,10
196,THIRUMANGALAM,Alagar.a,MALE,45,GENERAL,ETMK,131,2,133,0.05,262948,ETMK,11
196,THIRUMANGALAM,Ayyanan.p,MALE,52,SC,IND,110,2,112,0.04,262948,IND,12
196,THIRUMANGALAM,Sakkaravarthy.p,MALE,45,GENERAL,IND,97,8,105,0.04,262948,IND,13
196,THIRUMANGALAM,Nagoor.m,MALE,63,GENERAL,IND,80,4,84,0.03,262948,IND,14
196,THIRUMANGALAM,Muthuraja.m,MALE,46,GENERAL,IND,81,2,83,0.03,262948,IND,15
196,THIRUMANGALAM,Girishkumar.a,MALE,50,GENERAL,IND,52,0,52,0.02,262948,IND,16
197,USILAMPATTI,Vijay. M,MALE,40,GENERAL,TVK,64693,1050,65743,24.53,267969,TVK+,1
197,USILAMPATTI,Mahendran. I,MALE,61,GENERAL,ADMK,63206,732,63938,23.86,267969,ADMK+,2
197,USILAMPATTI,Saravanakumar. T,MALE,48,GENERAL,INC,58841,624,59465,22.19,267969,DMK+,3
197,USILAMPATTI,Ayyappan. P,MALE,60,GENERAL,AIPTMMK,16303,317,16620,6.2,267969,AIPTMMK,4
197,USILAMPATTI,Abirami. D,FEMALE,25,GENERAL,NTK,14749,436,15185,5.67,267969,NTK,5
197,USILAMPATTI,Vellaipandi. V,MALE,61,SC,BSP,711,13,724,0.27,267969,BSP,6
197,USILAMPATTI,Nota,,,,NOTA,671,21,692,0.26,267969,NOTA,7
197,USILAMPATTI,Praveena. S,FEMALE,46,GENERAL,IND,343,0,343,0.13,267969,IND,8
197,USILAMPATTI,Thiagarajan. O. V,MALE,48,GENERAL,IND,332,5,337,0.13,267969,IND,9
197,USILAMPATTI,Muthu. N,MALE,39,SC,IND,299,1,300,0.11,267969,IND,10
197,USILAMPATTI,Thirumoorthy. A,MALE,52,SC,IND,268,2,270,0.1,267969,IND,11
197,USILAMPATTI,Kiranya. S,FEMALE,25,GENERAL,IND,259,3,262,0.1,267969,IND,12
197,USILAMPATTI,Dhanasekaran. T,MALE,40,GENERAL,IND,169,0,169,0.06,267969,IND,13
198,ANDIPATTI,Maharajan.a,MALE,72,GENERAL,DMK,73609,715,74324,28.81,257997,DMK+,1
198,ANDIPATTI,Pandi.v,MALE,46,GENERAL,TVK,63841,929,64770,25.1,257997,TVK+,2
198,ANDIPATTI,Logirajan.a,MALE,66,GENERAL,ADMK,62645,698,63343,24.55,257997,ADMK+,3
198,ANDIPATTI,Gomathi .m,FEMALE,35,GENERAL,NTK,10075,271,10346,4.01,257997,NTK,4
198,ANDIPATTI,Nota,,,,NOTA,998,30,1028,0.4,257997,NOTA,5
198,ANDIPATTI,Chellapandiyan.s,MALE,59,GENERAL,AIPTMMK,570,16,586,0.23,257997,AIPTMMK,6
198,ANDIPATTI,Elayaraja.m,MALE,42,SC,PT,499,17,516,0.2,257997,PT,7
198,ANDIPATTI,Irumborai.g,MALE,46,SC,CPIM,503,2,505,0.2,257997,CPIM,8
198,ANDIPATTI,Esakkiammal.m,FEMALE,49,SC,BSP,416,4,420,0.16,257997,BSP,9
198,ANDIPATTI,Gopal.s,MALE,70,SC,IND,229,3,232,0.09,257997,IND,10
198,ANDIPATTI,Pandidurai.p,MALE,35,SC,IND,220,0,220,0.09,257997,IND,11
198,ANDIPATTI,Gopinath.p,MALE,25,GENERAL,IND,181,2,183,0.07,257997,IND,12
198,ANDIPATTI,Neelakannan.t,MALE,35,GENERAL,IND,158,1,159,0.06,257997,IND,13
198,ANDIPATTI,Jagadeesan.p,MALE,51,GENERAL,IND,151,2,153,0.06,257997,IND,14
198,ANDIPATTI,Mohammed Rukman.m,MALE,29,GENERAL,tavk,142,6,148,0.06,257997,tavk,15
198,ANDIPATTI,Packiaraj.s,MALE,37,GENERAL,IND,130,3,133,0.05,257997,IND,16
198,ANDIPATTI,Vijayaraj.r,MALE,45,SC,IND,112,1,113,0.04,257997,IND,17
198,ANDIPATTI,Jeyamurugan.m.p,MALE,52,GENERAL,VTVTK,81,1,82,0.03,257997,VTVTK,18
198,ANDIPATTI,Karuppaiya,MALE,54,SC,IND,67,1,68,0.03,257997,IND,19
199,PERIYAKULAM (SC),Sabari Iyngaran G.,MALE,28,SC,TVK,84822,834,85656,32.13,266570,TVK+,1
199,PERIYAKULAM (SC),Sakthivel P.,MALE,63,SC,VCK,65657,678,66335,24.88,266570,DMK+,2
199,PERIYAKULAM (SC),Dr Kathirkamu K.,MALE,68,SC,AMMKMNKZ,43902,619,44521,16.7,266570,ADMK+,3
199,PERIYAKULAM (SC),Vimala R.,FEMALE,43,SC,NTK,9413,197,9610,3.61,266570,NTK,4
199,PERIYAKULAM (SC),Nota,,,,NOTA,1463,43,1506,0.56,266570,NOTA,5
199,PERIYAKULAM (SC),Marisamy V.,MALE,39,SC,PT,1141,20,1161,0.44,266570,PT,6
199,PERIYAKULAM (SC),Palanichamy T.,MALE,31,SC,IND,632,4,636,0.24,266570,IND,7
199,PERIYAKULAM (SC),Abitha M.,FEMALE,25,SC,IND,388,2,390,0.15,266570,IND,8
199,PERIYAKULAM (SC),Dr. Mohanraj A.c. (p.t),MALE,50,SC,IND,334,9,343,0.13,266570,IND,9
199,PERIYAKULAM (SC),Vairamuthu D.,MALE,30,SC,IND,263,2,265,0.1,266570,IND,10
199,PERIYAKULAM (SC),Selvaraj R.,MALE,44,SC,IND,253,2,255,0.1,266570,IND,11
199,PERIYAKULAM (SC),Ranjeeth Kumar J.,MALE,39,SC,SUCI,237,3,240,0.09,266570,SUCI,12
199,PERIYAKULAM (SC),Kumar S.,MALE,28,SC,IND,138,8,146,0.05,266570,IND,13
199,PERIYAKULAM (SC),Sanmugavel K.,MALE,60,SC,IND,141,4,145,0.05,266570,IND,14
200,BODINAYAKANUR,Panneerselvam.o,MALE,75,GENERAL,DMK,84228,978,85206,32.23,264386,DMK+,1
200,BODINAYAKANUR,Prakash.s,MALE,38,GENERAL,TVK,77571,830,78401,29.65,264386,TVK+,2
200,BODINAYAKANUR,Narayanasamy V.t.,MALE,65,GENERAL,ADMK,40787,499,41286,15.62,264386,ADMK+,3
200,BODINAYAKANUR,Kalaiarasu.s,MALE,61,SC,NTK,11172,283,11455,4.33,264386,NTK,4
200,BODINAYAKANUR,Nota,,,,NOTA,900,31,931,0.35,264386,NOTA,5
200,BODINAYAKANUR,Padmanabhan.n,MALE,71,GENERAL,AIPTMMK,651,8,659,0.25,264386,AIPTMMK,6
200,BODINAYAKANUR,Selvamurugan.p,MALE,33,GENERAL,IND,514,15,529,0.2,264386,IND,7
200,BODINAYAKANUR,Nagananthini.v,FEMALE,35,GENERAL,IND,524,2,526,0.2,264386,IND,8
200,BODINAYAKANUR,Dr.pandikumar.s,MALE,39,SC,CPI(ML)(L),404,13,417,0.16,264386,CPI(ML)(L),9
200,BODINAYAKANUR,Balasubramani.r,MALE,61,GENERAL,IND,279,0,279,0.11,264386,IND,10
200,BODINAYAKANUR,Karuppaiah.g,MALE,47,GENERAL,IND,191,10,201,0.08,264386,IND,11
200,BODINAYAKANUR,Raja.m,MALE,55,GENERAL,VSHWTMLK,188,1,189,0.07,264386,VSHWTMLK,12
200,BODINAYAKANUR,Velraj.k,MALE,46,GENERAL,IND,180,0,180,0.07,264386,IND,13
200,BODINAYAKANUR,Saravanakumar.v,MALE,45,GENERAL,IND,170,2,172,0.07,264386,IND,14
200,BODINAYAKANUR,Chandrasekaran.s,MALE,62,GENERAL,IND,115,4,119,0.05,264386,IND,15
200,BODINAYAKANUR,Gowtham.r,MALE,37,GENERAL,IND,78,0,78,0.03,264386,IND,16
201,CUMBUM,Jeganathmishra Pla,MALE,50,GENERAL,TVK,84340,1054,85394,33.19,257323,TVK+,1
201,CUMBUM,Eramakrishnan N,MALE,77,GENERAL,DMK,83594,1049,84643,32.89,257323,DMK+,2
201,CUMBUM,Jakkaiyan S.t.k.,MALE,75,GENERAL,ADMK,26853,454,27307,10.61,257323,ADMK+,3
201,CUMBUM,Anbuselvi A,FEMALE,57,GENERAL,NTK,9367,232,9599,3.73,257323,NTK,4
201,CUMBUM,Nota,,,,NOTA,644,23,667,0.26,257323,NOTA,5
201,CUMBUM,Muthu Bagavathi M.,MALE,38,SC,tavk,427,4,431,0.17,257323,tavk,6
201,CUMBUM,Rajamohammed T,MALE,55,GENERAL,IND,421,1,422,0.16,257323,IND,7
201,CUMBUM,Kathiravan S,MALE,35,GENERAL,NGPP,317,2,319,0.12,257323,NGPP,8
201,CUMBUM,Prakash P.,MALE,43,GENERAL,IND,253,1,254,0.1,257323,IND,9
201,CUMBUM,Muthuselvam G.,MALE,39,GENERAL,IND,213,1,214,0.08,257323,IND,10
201,CUMBUM,Thasthakeer I,MALE,51,GENERAL,IND,190,6,196,0.08,257323,IND,11
201,CUMBUM,Ashok Kumar A,MALE,33,GENERAL,IND,181,3,184,0.07,257323,IND,12
201,CUMBUM,Prakash P.,MALE,42,SC,IND,177,4,181,0.07,257323,IND,13
201,CUMBUM,Arunkumar A,MALE,41,GENERAL,IND,161,0,161,0.06,257323,IND,14
201,CUMBUM,Vinoth Kumar R,MALE,35,GENERAL,IND,154,0,154,0.06,257323,IND,15
201,CUMBUM,Saravanan S.r.,MALE,47,GENERAL,IND,110,1,111,0.04,257323,IND,16
201,CUMBUM,Balan R,MALE,35,GENERAL,IND,103,3,106,0.04,257323,IND,17
201,CUMBUM,Rajadurai S,MALE,31,GENERAL,IND,96,2,98,0.04,257323,IND,18
201,CUMBUM,Nanthakumar A.,MALE,50,GENERAL,IND,69,2,71,0.03,257323,IND,19
201,CUMBUM,Subramaniyam L R,MALE,47,GENERAL,IND,61,1,62,0.02,257323,IND,20
202,RAJAPALAYAM,Jegadeshwari. K,FEMALE,40,GENERAL,TVK,64947,601,65548,30.54,214646,TVK+,1
202,RAJAPALAYAM,Thangapandian. S,MALE,57,GENERAL,DMK,54189,754,54943,25.6,214646,DMK+,2
202,RAJAPALAYAM,Priscilla Pandian. J,FEMALE,56,GENERAL,BJP,35878,440,36318,16.92,214646,ADMK+,3
202,RAJAPALAYAM,Dr. Karthikeyan. T.e.,MALE,33,GENERAL,NTK,16675,297,16972,7.91,214646,NTK,4
202,RAJAPALAYAM,Ramadevi. T,FEMALE,38,SC,PT,2485,59,2544,1.19,214646,PT,5
202,RAJAPALAYAM,Harish. A,MALE,28,GENERAL,AIPTMMK,1531,16,1547,0.72,214646,AIPTMMK,6
202,RAJAPALAYAM,Nasrin Banu. T,FEMALE,41,GENERAL,RPPRINAT,1213,27,1240,0.58,214646,RPPRINAT,7
202,RAJAPALAYAM,Nota,,,,NOTA,730,23,753,0.35,214646,NOTA,8
202,RAJAPALAYAM,Manmathan. M,MALE,71,SC,IND,411,3,414,0.19,214646,IND,9
202,RAJAPALAYAM,Muthulakshmi. R,FEMALE,45,GENERAL,IND,351,0,351,0.16,214646,IND,10
202,RAJAPALAYAM,Thangapandi. B,MALE,33,SC,IND,304,0,304,0.14,214646,IND,11
202,RAJAPALAYAM,Selvi. K,FEMALE,35,GENERAL,IND,291,7,298,0.14,214646,IND,12
202,RAJAPALAYAM,Jegathishwari. N,FEMALE,47,GENERAL,IND,291,1,292,0.14,214646,IND,13
202,RAJAPALAYAM,Alagumurugan. S,MALE,32,GENERAL,IND,267,1,268,0.12,214646,IND,14
202,RAJAPALAYAM,Balamurugan. V,MALE,50,GENERAL,IND,202,1,203,0.09,214646,IND,15
202,RAJAPALAYAM,Selvakumar. A,MALE,30,SC,IND,178,2,180,0.08,214646,IND,16
202,RAJAPALAYAM,Murugan. D,MALE,56,SC,IND,170,1,171,0.08,214646,IND,17
202,RAJAPALAYAM,Samuel Raj,MALE,34,GENERAL,IND,139,1,140,0.07,214646,IND,18
202,RAJAPALAYAM,Shanmugachandra Velavan. C.c,MALE,58,ST,IND,135,2,137,0.06,214646,IND,19
202,RAJAPALAYAM,Saravanan. G,MALE,50,GENERAL,IND,117,2,119,0.06,214646,IND,20
202,RAJAPALAYAM,Vijendran. G,MALE,67,GENERAL,IND,107,1,108,0.05,214646,IND,21
202,RAJAPALAYAM,Ganesan. K,MALE,43,GENERAL,IND,94,1,95,0.04,214646,IND,22
202,RAJAPALAYAM,Alagupandian. A,MALE,63,GENERAL,IND,75,0,75,0.03,214646,IND,23
203,SRIVILLIPUTHUR (SC),Karthik.a,MALE,37,SC,TVK,64709,944,65653,29.19,224903,TVK+,1
203,SRIVILLIPUTHUR (SC),Mahalingam.p,MALE,53,SC,CPI,56261,811,57072,25.38,224903,DMK+,2
203,SRIVILLIPUTHUR (SC),Chandraprabha.m,FEMALE,44,SC,ADMK,42148,691,42839,19.05,224903,ADMK+,3
203,SRIVILLIPUTHUR (SC),Karikalapandiyan.a,MALE,46,SC,NTK,12948,326,13274,5.9,224903,NTK,4
203,SRIVILLIPUTHUR (SC),Dr. Shyam Krishnasamy,MALE,33,SC,PT,9329,193,9522,4.23,224903,PT,5
203,SRIVILLIPUTHUR (SC),Chandra.m,FEMALE,51,SC,AIPTMMK,1684,42,1726,0.77,224903,AIPTMMK,6
203,SRIVILLIPUTHUR (SC),Nota,,,,NOTA,845,28,873,0.39,224903,NOTA,7
203,SRIVILLIPUTHUR (SC),Devialakshmi Saranya.k,FEMALE,38,SC,IND,505,4,509,0.23,224903,IND,8
203,SRIVILLIPUTHUR (SC),Muthuraj.u,MALE,44,SC,IND,441,2,443,0.2,224903,IND,9
203,SRIVILLIPUTHUR (SC),Alaguraja T,MALE,31,SC,IND,360,5,365,0.16,224903,IND,10
203,SRIVILLIPUTHUR (SC),Murugesan.s,MALE,47,SC,IND,335,6,341,0.15,224903,IND,11
203,SRIVILLIPUTHUR (SC),Pandiyammal.m,FEMALE,37,SC,IND,339,1,340,0.15,224903,IND,12
203,SRIVILLIPUTHUR (SC),Suryaprakash.r,MALE,28,SC,IND,234,1,235,0.1,224903,IND,13
203,SRIVILLIPUTHUR (SC),Sudandiradoss.m,MALE,25,SC,IND,151,0,151,0.07,224903,IND,14
203,SRIVILLIPUTHUR (SC),Varatharajan.a,MALE,54,SC,NIDP,126,2,128,0.06,224903,NIDP,15
204,SATTUR,Kadarkarairaj. A,MALE,67,GENERAL,DMK,61342,718,62060,26.97,230149,DMK+,1
204,SATTUR,Nainar Nagenthran,MALE,65,GENERAL,BJP,55465,606,56071,24.36,230149,ADMK+,2
204,SATTUR,Ajith. M,MALE,32,GENERAL,TVK,52904,594,53498,23.24,230149,TVK+,3
204,SATTUR,Esakkiraja. K,MALE,39,GENERAL,AIPTMMK,11485,117,11602,5.04,230149,AIPTMMK,4
204,SATTUR,Anandharaja. D.,MALE,49,GENERAL,NTK,9064,171,9235,4.01,230149,NTK,5
204,SATTUR,Velmurugan. S,MALE,50,SC,PT,2293,50,2343,1.02,230149,PT,6
204,SATTUR,Nota,,,,NOTA,461,15,476,0.21,230149,NOTA,7
